state,municipality,district,subdistrict,id
RS,Estrela,Delfina,,43078072700
RS,Estrela,Glória,,43078073500
RS,Estrela Velha,Estrela Velha,,43078150500
RS,Estrela Velha,Itaúba,,43078151000
RS,Estrela Velha,Rincão da Estrela,,43078151500
RS,Estrela Velha,São Luiz,,43078152000
RS,Eugênio de Castro,Eugênio de Castro,,43078310500
RS,Fagundes Varela,Fagundes Varela,,43078640500
RS,Farroupilha,Farroupilha,,43079060500
RS,Farroupilha,Jansen,,43079061000
RS,Farroupilha,Nova Milano,,43079061500
RS,Farroupilha,Nova Sardenha,,43079062000
RS,Faxinal do Soturno,Faxinal do Soturno,,43080030500
RS,Faxinalzinho,Faxinalzinho,,43080520500
RS,Fazenda Vilanova,Fazenda Vilanova,,43080780500
RS,Feliz,Feliz,,43081020500
RS,Flores da Cunha,Flores da Cunha,,43082010500
RS,Flores da Cunha,Mato Perso,,43082010800
RS,Flores da Cunha,Otávio Rocha,,43082011500
RS,Floriano Peixoto,Floriano Peixoto,,43082500500
RS,Fontoura Xavier,Fontoura Xavier,,43083000500
RS,Fontoura Xavier,Campo Novo,,43083000700
RS,Fontoura Xavier,Gramado São Pedro,,43083001000
RS,Fontoura Xavier,Linha Silveira,,43083002000
RS,Fontoura Xavier,Três Pinheiros,,43083003500
RS,Formigueiro,Formigueiro,,43084090500
RS,Forquetinha,Forquetinha,,43084330500
RS,Fortaleza dos Valos,Fortaleza dos Valos,,43084580500
RS,Fortaleza dos Valos,Fazenda Colorado,,43084581500
RS,Frederico Westphalen,Frederico Westphalen,,43085080500
RS,Frederico Westphalen,Castelinho,,43085081000
RS,Frederico Westphalen,Osvaldo Cruz,,43085081500
RS,Garibaldi,Garibaldi,,43086070500
RS,Garibaldi,Marcorama,,43086072500
RS,Garibaldi,São José de Costa Real,,43086072800
RS,Garruchos,Garruchos,,43086560500
RS,Gaurama,Gaurama,,43087060500
RS,Gaurama,Baliza,,43087061500
RS,General Câmara,General Câmara,,43088050500
RS,General Câmara,Boca da Picada,,43088050800
RS,General Câmara,Boqueirão,,43088051000
RS,General Câmara,Santo Amaro do Sul,,43088052500
RS,Gentil,Gentil,,43088540500
RS,Gentil,Campo do Meio,,43088541000
RS,Getúlio Vargas,Getúlio Vargas,,43089040500
RS,Getúlio Vargas,Rio Toldo,,43089042500
RS,Getúlio Vargas,Souza Ramos,,43089043000
RS,Giruá,Giruá,,43090010500
RS,Giruá,Cândido Freire,,43090011000
RS,Giruá,Mato Grande,,43090012000
RS,Giruá,Quinze de Novembro,,43090012200
RS,Giruá,Rincão dos Mellos,,43090012300
RS,Giruá,Rincão Maciel,,43090012400
RS,Giruá,São Paulo das Tunas,,43090012600
RS,Glorinha,Glorinha,,43090500500
RS,Gramado,Gramado,,43091000500
RS,Gramado dos Loureiros,Gramado dos Loureiros,,43091260500
RS,Gramado Xavier,Gramado Xavier,,43091590500
RS,Gravataí,Gravataí,,43092090500
RS,Gravataí,Barro Vermelho,,43092091500
RS,Gravataí,Ipiranga,,43092093000
RS,Gravataí,Itacolomi,,43092093300
RS,Gravataí,Morungava,,43092093500
RS,Guabiju,Guabiju,,43092580500
RS,Guaíba,Guaíba,,43093080500
RS,Guaporé,Guaporé,,43094070500
RS,Guaporé,Colombo,,43094070700
RS,Guaporé,Santo Antônio,,43094073500
RS,Guarani das Missões,Guarani das Missões,,43095060500
RS,Guarani das Missões,Linha Harmonia,,43095060900
RS,Guarani das Missões,Linha Porto Alegre,,43095062000
RS,Harmonia,Harmonia,,43095550500
RS,Herveiras,Herveiras,,43095710500
RS,Horizontina,Horizontina,,43096050500
RS,Horizontina,Cascata,,43096051000
RS,Hulha Negra,Hulha Negra,,43096540500
RS,Humaitá,Humaitá,,43097040500
RS,Ibarama,Ibarama,,43097530500
RS,Ibiaçá,Ibiaçá,,43098030500
RS,Ibiaçá,Rio Telha,,43098031000
RS,Ibiaçá,Vitória,,43098031500
RS,Ibiraiaras,Ibiraiaras,,43099020500
RS,Ibiraiaras,Nossa Senhora da Saúde,,43099020700
RS,Ibiraiaras,São Luiz,,43099020900
RS,Ibiraiaras,São Sebastião,,43099021000
RS,Ibirapuitã,Ibirapuitã,,43099510500
RS,Ibirubá,Ibirubá,,43100090500
RS,Ibirubá,Alfredo Brenner,,43100091000
RS,Ibirubá,Santo Antônio do Bom Retiro,,43100092000
RS,Igrejinha,Igrejinha,,43101080500
RS,Ijuí,Ijuí,,43102070500
RS,Ijuí,Alto da União,,43102070700
RS,Ijuí,Barreiro,,43102070800
RS,Ijuí,Chorão,,43102071000
RS,Ijuí,Floresta,,43102072500
RS,Ijuí,Itaí,,43102072700
RS,Ijuí,Mauá,,43102073000
RS,Ijuí,Santana,,43102073700
RS,Ijuí,Santo Antônio,,43102074000
RS,Ilópolis,Ilópolis,,43103060500
RS,Imbé,Imbé,,43103300500
RS,Imigrante,Imigrante,,43103630500
RS,Independência,Independência,,43104050500
RS,Independência,Colônia Medeiros,,43104051000
RS,Independência,Esquina Araújo,,43104051500
RS,Independência,São Valentim,,43104052000
RS,Inhacorá,Inhacorá,,43104130500
RS,Ipê,Ipê,,43104390500
RS,Ipê,Vila São Paulo,,43104392000
RS,Ipê,Vila Segrêdo,,43104392500
RS,Ipiranga do Sul,Ipiranga do Sul,,43104620500
RS,Iraí,Iraí,,43105040500
RS,Itaara,Itaara,,43105380500
RS,Itacurubi,Itacurubi,,43105530500
RS,Itapuca,Itapuca,,43105790500
RS,Itaqui,Itaqui,,43106030500
RS,Itaqui,Ibicuí,,43106031200
RS,Itaqui,Itaó,,43106033000
RS,Itaqui,Pintado,,43106034000
RS,Itaqui,Tapuraí,,43106034500
RS,Itati,Itati,,43106520500
RS,Itatiba do Sul,Itatiba do Sul,,43107020500
RS,Itatiba do Sul,Povoado Tozzo,,43107021000
RS,Itatiba do Sul,Saltinho,,43107021500
RS,Itatiba do Sul,Sete Lagoas,,43107022000
RS,Ivorá,Ivorá,,43107510500
RS,Ivoti,Ivoti,,43108010500
RS,Jaboticaba,Jaboticaba,,43108500500
RS,Jaboticaba,Trentin,,43108502000
RS,Jacuizinho,Jacuizinho,,43108760500
RS,Jacutinga,Jacutinga,,43109000500
RS,Jacutinga,Barão Hirstch,,43109001200
RS,Jaguarão,Jaguarão,,43110070500
RS,Jaguari,Jaguari,,43111060500
RS,Jaguari,Ijucapirama,,43111061000
RS,Jaguari,Santo Izidro,,43111061700
RS,Jaguari,Taquarichim,,43111062000
RS,Jaquirana,Jaquirana,,43111220500
RS,Jaquirana,Chapada,,43111221000
RS,Jari,Jari,,43111300500
RS,Jóia,Jóia,,43111550500
RS,Júlio de Castilhos,Júlio de Castilhos,,43112050500
RS,Júlio de Castilhos,São João dos Mellos,,43112052500
RS,Júlio de Castilhos,Três Mártires,,43112053000
RS,Lagoa Bonita do Sul,Lagoa Bonita do Sul,,43112390500
RS,Lagoão,Lagoão,,43112540500
RS,Lagoa dos Três Cantos,Lagoa dos Três Cantos,,43112700500
RS,Lagoa dos Três Cantos,Linha Glória,,43112702000
RS,Lagoa Vermelha,Lagoa Vermelha,,43113040500
RS,Lagoa Vermelha,Boqueirão,,43113040800
RS,Lagoa Vermelha,Campinas,,43113041100
RS,Lagoa Vermelha,Capão do Cedro,,43113041400
RS,Lagoa Vermelha,Clemente Argolo,,43113042500
RS,Lagoa Vermelha,Nossa Senhora de Fátima,,43113042700
RS,Lagoa Vermelha,Santa Luzia,,43113043000
RS,Lagoa Vermelha,Tupinambá,,43113043500
RS,Lajeado,Lajeado,,43114030500
RS,Lajeado do Bugre,Lajeado do Bugre,,43114290500
RS,Lavras do Sul,Lavras do Sul,,43115020500
RS,Lavras do Sul,Ibaré,,43115021000
RS,Liberato Salzano,Liberato Salzano,,43116010500
RS,Liberato Salzano,Pinhalzinho,,43116011000
RS,Lindolfo Collor,Lindolfo Collor,,43116270500
RS,Linha Nova,Linha Nova,,43116430500
RS,Machadinho,Machadinho,,43117000500
RS,Machadinho,Bela Vista,,43117001000
RS,Maçambará,Maçambará,,43117180500
RS,Maçambará,Bororé,,43117181000
RS,Maçambará,Encruzilhada,,43117181500
RS,Maçambará,Passo do Goulart,,43117182000
RS,Mampituba,Mampituba,,43117340500
RS,Manoel Viana,Manoel Viana,,43117590500
RS,Manoel Viana,Barragem do Itú,,43117591000
RS,Manoel Viana,Pirajú,,43117592000
RS,Maquiné,Maquiné,,43117750500
RS,Maquiné,Barra do Ouro,,43117751000
RS,Maquiné,Morro Alto,,43117751500
RS,Maratá,Maratá,,43117910500
RS,Maratá,Esperança,,43117911500
RS,Maratá,Macega,,43117912000
RS,Maratá,São Pedro do Maratá,,43117912500
RS,Marau,Marau,,43118090500
RS,Marau,Laranjeira,,43118090900
RS,Marau,Veado Pardo,,43118091700
RS,Marau,São Miguel,,43118093500
RS,Marcelino Ramos,Marcelino Ramos,,43119080500
RS,Marcelino Ramos,Coronel Teixeira,,43119081000
RS,Marcelino Ramos,Pinhalzinho,,43119082000
RS,Mariana Pimentel,Mariana Pimentel,,43119810500
RS,Mariano Moro,Mariano Moro,,43120050500
RS,Marques de Souza,Marques de Souza,,43120540500
RS,Marques de Souza,Bela Vista do Fão,,43120541000
RS,Marques de Souza,Tamanduá,,43120541500
RS,Mata,Mata,,43121040500
RS,Mata,Clara,,43121041000
RS,Mato Castelhano,Mato Castelhano,,43121380500
RS,Mato Leitão,Mato Leitão,,43121530500
RS,Mato Leitão,Arroio Bonito,,43121531500
RS,Mato Leitão,Sampaio,,43121534000
RS,Mato Leitão,Santo Antônio,,43121534500
RS,Mato Queimado,Mato Queimado,,43121790500
RS,Maximiliano de Almeida,Maximiliano de Almeida,,43122030500
RS,Minas do Leão,Minas do Leão,,43122520500
RS,Miraguaí,Miraguaí,,43123020500
RS,Miraguaí,Sítio Gabriel,,43123021000
RS,Miraguaí,Tronqueiras,,43123021500
RS,Montauri,Montauri,,43123510500
RS,Monte Alegre dos Campos,Monte Alegre dos Campos,,43123770500
RS,Monte Alegre dos Campos,Capela da Luz,,43123771000
RS,Monte Alegre dos Campos,Carmo,,43123771500
RS,Monte Alegre dos Campos,Enxovia,,43123772000
RS,Monte Alegre dos Campos,Passo do Carro,,43123772500
RS,Monte Alegre dos Campos,Ranchinho,,43123773000
RS,Monte Alegre dos Campos,Santo Antonio,,43123773500
RS,Monte Alegre dos Campos,São Francisco,,43123773800
RS,Monte Alegre dos Campos,São José,,43123774000
RS,Monte Alegre dos Campos,São Judas,,43123774500
RS,Monte Alegre dos Campos,Saúde,,43123775000
RS,Monte Belo do Sul,Monte Belo do Sul,,43123850500
RS,Montenegro,Montenegro,,43124010500
RS,Montenegro,Costa da Serra,,43124011300
RS,Montenegro,Fortaleza,,43124011800
RS,Montenegro,Pesqueiro,,43124012700
RS,Montenegro,Santos Reis,,43124013500
RS,Montenegro,Vendinha,,43124014000
RS,Mormaço,Mormaço,,43124270500
RS,Morrinhos do Sul,Morrinhos do Sul,,43124430500
RS,Morrinhos do Sul,Costão,,43124431000
RS,Morrinhos do Sul,Morro de Dentro,,43124431500
RS,Morrinhos do Sul,Morro do Forno,,43124432000
RS,Morro Redondo,Morro Redondo,,43124500500
RS,Morro Reuter,Morro Reuter,,43124760500
RS,Mostardas,Mostardas,,43125000500
RS,Mostardas,Doutor Edgardo Pereira Velho,,43125001000
RS,Mostardas,Rincão do Cristóvão Pereira,,43125001300
RS,Mostardas,São Simão,,43125001500
RS,Muçum,Muçum,,43126090500
RS,Muitos Capões,Muitos Capões,,43126170500
RS,Muitos Capões,Bom Retiro,,43126171000
RS,Muitos Capões,Capão Grande,,43126171500
RS,Muitos Capões,Encruzilhada São Sebastião,,43126172000
RS,Muitos Capões,Fazenda Laranjeiras,,43126172500
RS,Muitos Capões,Morro Grande,,43126173500
RS,Muitos Capões,Santa Rita,,43126174500
RS,Muitos Capões,Várzea dos Antunes,,43126175000
RS,Muitos Capões,Vila Ituim,,43126175500
RS,Muliterno,Muliterno,,43126250500
RS,Não-Me-Toque,Não-Me-Toque,,43126580500
RS,Não-Me-Toque,São José do Centro,,43126581500
RS,Nicolau Vergueiro,Nicolau Vergueiro,,43126740500
RS,Nonoai,Nonoai,,43127080500
RS,Nova Alvorada,Nova Alvorada,,43127570500
RS,Nova Alvorada,General Cadorna,,43127571500
RS,Nova Araçá,Nova Araçá,,43128070500
RS,Nova Bassano,Nova Bassano,,43129060500
RS,Nova Boa Vista,Nova Boa Vista,,43129550500
RS,Nova Bréscia,Nova Bréscia,,43130030500
RS,Nova Candelária,Nova Candelária,,43130110500
RS,Nova Esperança do Sul,Nova Esperança do Sul,,43130370500
RS,Nova Hartz,Nova Hartz,,43130600500
RS,Nova Pádua,Nova Pádua,,43130860500
RS,Nova Palma,Nova Palma,,43131020500
RS,Nova Palma,Canhemborá,,43131021000
RS,Nova Palma,Vila Cruz,,43131021500
RS,Nova Petrópolis,Nova Petrópolis,,43132010500
RS,Nova Petrópolis,Dos Boêmios,,43132010700
RS,Nova Petrópolis,Pinhal Alto,,43132011500
RS,Nova Petrópolis,Vale do Rio Caí,,43132012000
RS,Nova Prata,Nova Prata,,43133000500
RS,Nova Ramada,Nova Ramada,,43133340500
RS,Nova Roma do Sul,Nova Roma do Sul,,43133590500
RS,Nova Santa Rita,Nova Santa Rita,,43133750500
RS,Novo Cabrais,Novo Cabrais,,43133910500
RS,Novo Hamburgo,Novo Hamburgo,,43134090500
RS,Novo Machado,Novo Machado,,43134250500
RS,Novo Machado,Pratos,,43134251500
RS,Novo Tiradentes,Novo Tiradentes,,43134410500
RS,Novo Xingu,Novo Xingu,,43134660500
RS,Novo Barreiro,Novo Barreiro,,43134900500
RS,Osório,Osório,,43135080500
RS,Osório,Aguapés,,43135081100
RS,Osório,Atlântida-Sul,,43135082700
RS,Osório,Borussia,,43135082800
RS,Osório,Passinhos,,43135083500
RS,Osório,Santa Luzia,,43135084500
RS,Paim Filho,Paim Filho,,43136070500
RS,Palmares do Sul,Palmares do Sul,,43136560500
RS,Palmares do Sul,Bacupari,,43136561500
RS,Palmares do Sul,Butiatuva,,43136561600
RS,Palmares do Sul,Casa Velha,,43136561700
RS,Palmares do Sul,Granja Getúlio Vargas,,43136562000
RS,Palmares do Sul,Frei Sebastião,,43136562500
RS,Palmares do Sul,Quintão,,43136563000
RS,Palmeira das Missões,Palmeira das Missões,,43137060500
RS,Palmeira das Missões,Quebrado,,43137061700
RS,Palmeira das Missões,Santa Rosa,,43137064200
RS,Palmeira das Missões,Santa Teresinha,,43137064500
RS,Palmeira das Missões,São Bento,,43137065200
RS,Palmitinho,Palmitinho,,43138050500
RS,Panambi,Panambi,,43139040500
RS,Pantano Grande,Pantano Grande,,43139530500
RS,Pantano Grande,Aroeiras,,43139531000
RS,Pantano Grande,Monte Castelo,,43139532000
RS,Pantano Grande,Várzea,,43139533000
RS,Paraí,Paraí,,43140010500
RS,Paraíso do Sul,Paraíso do Sul,,43140270500
RS,Pareci Novo,Pareci Novo,,43140350500
RS,Parobé,Parobé,,43140500500
RS,Parobé,Poço Fundo,,43140501200
RS,Parobé,Santa Cristina,,43140501500
RS,Passa Sete,Passa Sete,,43140680500
RS,Passa Sete,Campo de Sobradinho,,43140681000
RS,Passa Sete,Murta,,43140682000
RS,Passa Sete,Pitingal,,43140683000
RS,Passo do Sobrado,Passo do Sobrado,,43140760500
RS,Passo Fundo,Passo Fundo,"Região do Bairro Centro ""Centro e Vila Vergueiro""",43141000501
RS,Passo Fundo,Passo Fundo,Região do Bairro Boqueirão,43141000502
RS,Passo Fundo,Passo Fundo,Região do Bairro Vera Cruz,43141000503
RS,Passo Fundo,Passo Fundo,Região do Bairro Petrópolis,43141000504
RS,Passo Fundo,Passo Fundo,Região do Bairro São Luiz Gonzaga,43141000505
RS,Passo Fundo,Passo Fundo,"Região do Bairro ""Vila Cruzeiro""",43141000506
RS,Passo Fundo,Passo Fundo,Região do Bairro Lucas de Araújo,43141000507
RS,Passo Fundo,Passo Fundo,Região do Bairro Santa Marta,43141000508
RS,Passo Fundo,Passo Fundo,Região do Bairro Integração,43141000509
RS,Passo Fundo,Passo Fundo,"Região do Bairro ""Vila Vitor Issler""",43141000510
RS,Passo Fundo,Passo Fundo,Região do Bairro São José,43141000511
RS,Passo Fundo,Passo Fundo,Região do Bairro São Cristóvão,43141000512
RS,Passo Fundo,Passo Fundo,Região do Bairro Roselândia,43141000513
RS,Passo Fundo,Passo Fundo,"Região do Bairro ""Vila Mattos""",43141000514
RS,Passo Fundo,Passo Fundo,"Região do Bairro Annes ""Vila Fátima e Vila Annes""",43141000515
RS,Passo Fundo,Passo Fundo,Região do Bairro José Alexandre Zachia,43141000516
RS,Passo Fundo,Passo Fundo,"Região do Bairro Valinhos ""Loteamento Industrial e São Lucas",43141000517
RS,Passo Fundo,Passo Fundo,"Região do Bairro ""Vila Luíza""",43141000518
RS,Passo Fundo,Passo Fundo,"Região do Bairro ""Vila Rodrigues""",43141000519
RS,Passo Fundo,Passo Fundo,"Região do Bairro ""Vila Santa Maria""",43141000520
RS,Passo Fundo,Passo Fundo,Região do Bairro Planaltina,43141000521
RS,Passo Fundo,Passo Fundo,Região do Bairro Nenê Graeff,43141000522
RS,Passo Fundo,Bela Vista,,43141001000
RS,Passo Fundo,Bom Recreio,,43141001700
RS,Passo Fundo,Pulador,,43141003500
RS,Passo Fundo,São Roque,,43141004000
RS,Passo Fundo,Sede Independência,,43141004500
RS,Paulo Bento,Paulo Bento,,43141340500
RS,Paverama,Paverama,,43141590500
RS,Paverama,Fazenda São José,,43141591500
RS,Paverama,Bom Jardim,,43141592000
RS,Pedras Altas,Pedras Altas,,43141750500
RS,Pedras Altas,Arroio Mau,,43141751000
RS,Pedras Altas,Cerro do Baú,,43141751500
RS,Pedras Altas,São Diogo,,43141752500
RS,Pedro Osório,Pedro Osório,,43142090500
RS,Pedro Osório,Matarazzo,,43142092000
RS,Pejuçara,Pejuçara,,43143080500
RS,Pelotas,Pelotas,Três Vendas,43144070513
RS,Pelotas,Pelotas,Barragem,43144070514
RS,Pelotas,Pelotas,Fragata,43144070515
RS,Pelotas,Pelotas,Centro,43144070516
RS,Pelotas,Pelotas,Areal,43144070518
RS,Pelotas,Pelotas,Laranjal/Z3,43144070519
RS,Pelotas,Pelotas,São Gonçalo,43144070520
RS,Pelotas,Cascata,,43144072000
RS,Pelotas,Cerrito Alegre,,43144072500
RS,Pelotas,Z/3,,43144072700
RS,Pelotas,Monte Bonito,,43144073500
RS,Pelotas,Rincão da Cruz,,43144074200
RS,Pelotas,Quilombo,,43144074500
RS,Pelotas,Santa Silvana,,43144075000
RS,Pelotas,Triunfo,,43144076000
RS,Picada Café,Picada Café,,43144230500
RS,Pinhal,Pinhal,,43144560500
RS,Pinhal da Serra,Pinhal da Serra,,43144640500
RS,Pinhal Grande,Pinhal Grande,,43144720500
RS,Pinhal Grande,Rincão do Appel,,43144722000
RS,Pinheirinho do Vale,Pinheirinho do Vale,,43144980500
RS,Pinheiro Machado,Pinheiro Machado,,43145060500
RS,Pinheiro Machado,Candiota,,43145061000
RS,Pinheiro Machado,Torrinhas,,43145062000
RS,Pirapó,Pirapó,,43145550500
RS,Pirapó,Figueira,,43145551000
RS,Piratini,Piratini,,43146050500
RS,Piratini,Segundo Distrito,,43146051000
RS,Piratini,Terceiro Distrito,,43146051500
RS,Piratini,Quarto Distrito,,43146052000
RS,Piratini,Quinto Distrito,,43146052500
RS,Planalto,Planalto,,43147040500
RS,Planalto,São Luiz,,43147041200
RS,Planalto,Santa Cruz,,43147041500
RS,Planalto,São José,,43147042000
RS,Poço das Antas,Poço das Antas,,43147530500
RS,Pontão,Pontão,,43147790500
RS,Pontão,Sagrisa,,43147791000
RS,Ponte Preta,Ponte Preta,,43147870500
RS,Ponte Preta,Souto Neto,,43147873000
RS,Portão,Portão,,43148030500
RS,Porto Alegre,Porto Alegre,,43149020500
RS,Porto Lucena,Porto Lucena,,43150080500
RS,Porto Mauá,Porto Mauá,,43150570500
RS,Porto Vera Cruz,Porto Vera Cruz,,43150730500
RS,Porto Xavier,Porto Xavier,,43151070500
RS,Porto Xavier,Rincão Comprido,,43151072000
RS,Pouso Novo,Pouso Novo,,43151310500
RS,Presidente Lucena,Presidente Lucena,,43151490500
RS,Progresso,Progresso,,43151560500
RS,Progresso,Batovira,,43151560700
RS,Progresso,Campo Branco,,43151561000
RS,Progresso,Constantino,,43151561200
RS,Progresso,Xaxim,,43151562000
RS,Protásio Alves,Protásio Alves,,43151720500
RS,Putinga,Putinga,,43152060500
RS,Putinga,Xarqueada,,43152061500
RS,Quaraí,Quaraí,,43153050500
RS,Quatro Irmãos,Quatro Irmãos,,43153130500
RS,Quevedos,Quevedos,,43153210500
RS,Quinze de Novembro,Quinze de Novembro,,43153540500
RS,Quinze de Novembro,Santa Clara do Ingaí,,43153542000
RS,Quinze de Novembro,Sede Aurora,,43153542500
RS,Redentora,Redentora,,43154040500
RS,Redentora,São João,,43154041000
RS,Redentora,Sítio Cassemiro,,43154043000
RS,Relvado,Relvado,,43154530500
RS,Restinga Seca,Restinga Seca,,43155030500
RS,Rio dos Índios,Rio dos Índios,,43155520500
RS,Rio dos Índios,Posse dos Linhares,,43155521000
RS,Rio Grande,Rio Grande,Unidade Censitária 01,43156020501
RS,Rio Grande,Rio Grande,Unidade Censitária 02,43156020502
RS,Rio Grande,Rio Grande,Unidade Censitária 03,43156020503
RS,Rio Grande,Rio Grande,Unidade Censitária 04,43156020504
RS,Rio Grande,Rio Grande,Unidade Censitária 05,43156020505
RS,Rio Grande,Rio Grande,Unidade Censitária 06,43156020506
RS,Rio Grande,Rio Grande,Unidade Censitária 07,43156020507
RS,Rio Grande,Rio Grande,Unidade Censitária 08,43156020508
RS,Rio Grande,Rio Grande,Unidade Censitária 09,43156020509
RS,Rio Grande,Rio Grande,UNidade Censitária 10,43156020510
RS,Rio Grande,Rio Grande,Unidade Censitária 11,43156020511
RS,Rio Grande,Rio Grande,Unidade Censitária 12,43156020512
RS,Rio Grande,Rio Grande,Unidade Censitária 13,43156020513
RS,Rio Grande,Rio Grande,Unidade Censitária 14,43156020514
RS,Rio Grande,Rio Grande,Unidade Censitária 15,43156020515
RS,Rio Grande,Rio Grande,Unidade Censitária 16,43156020516
RS,Rio Grande,Rio Grande,Unidade Censitária 17,43156020517
RS,Rio Grande,Rio Grande,Unidade Censitária 18,43156020518
RS,Rio Grande,Rio Grande,Unidade Censitária 19,43156020519
RS,Rio Grande,Rio Grande,Unidade Censitária 20,43156020520
RS,Rio Grande,Rio Grande,Unidade Censitária 21,43156020521
RS,Rio Grande,Rio Grande,Unidade Censitária 22,43156020522
RS,Rio Grande,Rio Grande,Unidade Censitária 23,43156020523
RS,Rio Grande,Rio Grande,Unidade Censitária 24,43156020524
RS,Rio Grande,Rio Grande,Unidade Censitária 25,43156020525
RS,Rio Grande,Rio Grande,Unidade Censitária 26,43156020526
RS,Rio Grande,Rio Grande,Unidade Censitária 27,43156020527
RS,Rio Grande,Rio Grande,Unidade Censitária 28,43156020528
RS,Rio Grande,Rio Grande,Unidade Censitária 29,43156020529
RS,Rio Grande,Rio Grande,Unidade Censitária 30,43156020530
RS,Rio Grande,Rio Grande,Unidade Censitária 31,43156020531
RS,Rio Grande,Rio Grande,Unidade Censitária 32,43156020532
RS,Rio Grande,Rio Grande,Unidade Censitária 33,43156020533
RS,Rio Grande,Rio Grande,Unidade Censitária 34,43156020534
RS,Rio Grande,Rio Grande,Unidade Censitária 35,43156020535
RS,Rio Grande,Rio Grande,Unidade Censitária 36,43156020536
RS,Rio Grande,Rio Grande,Unidade Censitária 37,43156020537
RS,Rio Grande,Rio Grande,Unidade Censitária 38,43156020538
RS,Rio Grande,Povo Novo,Unidade Censitária 41,43156021501
RS,Rio Grande,Quinta,Unidade Censitária 42,43156022001
RS,Rio Grande,Taim,Unidade Censitária 40,43156022501
RS,Rio Grande,Ilha dos Marinheiros,Unidade Censitária 39,43156023001
RS,Rio Pardo,Rio Pardo,,43157010500
RS,Rio Pardo,Albardão,,43157011000
RS,Rio Pardo,Bexiga,,43157011500
RS,Rio Pardo,Iruí,,43157012200
RS,Rio Pardo,João Rodrigues,,43157012300
RS,Rio Pardo,Passo da Areia,,43157012400
RS,Rio Pardo,Passo do Adão,,43157012700
RS,Rio Pardo,Rincão del Rei,,43157013000
RS,Riozinho,Riozinho,,43157500500
RS,Roca Sales,Roca Sales,,43158000500
RS,Roca Sales,Campinho,,43158001000
RS,Rodeio Bonito,Rodeio Bonito,,43159090500
RS,Rodeio Bonito,Saltinho,,43159091000
RS,Rolador,Rolador,,43159580500
RS,Rolador,Igrejinha,,43159581000
RS,Rolador,Passo do Faxinal,,43159582500
RS,Rolador,Passo do Quaresma,,43159583000
RS,Rolador,Serrinha do Rosário,,43159584000
RS,Rolante,Rolante,,43160060500
RS,Rolante,Boa Esperança,,43160061000
RS,Rolante,Rolantinho,,43160061700
RS,Ronda Alta,Ronda Alta,,43161050500
RS,Ronda Alta,Alto Recreio,,43161051000
RS,Rondinha,Rondinha,,43162040500
RS,Roque Gonzales,Roque Gonzales,,43163030500
RS,Roque Gonzales,Dona Otília,,43163031000
RS,Roque Gonzales,Rincão Vermelho,,43163031500
RS,Rosário do Sul,Rosário do Sul,,43164020500
RS,Rosário do Sul,Campo Sêco,,43164021000
RS,Rosário do Sul,Caverá,,43164021500
RS,Rosário do Sul,Mangueiras,,43164022000
RS,Rosário do Sul,São Carlos,,43164022500
RS,Rosário do Sul,Touro Passo,,43164023000
RS,Sagrada Família,Sagrada Família,,43164280500
RS,Sagrada Família,Leonel Rocha,,43164281500
RS,Saldanha Marinho,Saldanha Marinho,,43164360500
RS,Saldanha Marinho,Campinas,,43164361000
RS,Salto do Jacuí,Salto do Jacuí,,43164510500
RS,Salto do Jacuí,Capão Bonito,,43164510700
RS,Salto do Jacuí,Tabajara,,43164511500
RS,Salto do Jacuí,Júlio Borges,,43164512100
RS,Salto do Jacuí,Passo Real,,43164512300
RS,Salto do Jacuí,Rincão do Ivaí,,43164512400
RS,Salvador das Missões,Salvador das Missões,,43164770500
RS,Salvador das Missões,Santa Catarina,,43164772000
RS,Salvador do Sul,Salvador do Sul,,43165010500
RS,Salvador do Sul,Campestre,,43165010900
RS,Salvador do Sul,Linha Comprida,,43165012000
RS,Salvador do Sul,Linha São João,,43165012500
RS,Sananduva,Sananduva,,43166000500
RS,Sananduva,Rio Tigre,,43166001000
RS,Santa Bárbara do Sul,Santa Bárbara do Sul,,43167090500
RS,Santa Bárbara do Sul,Capão Alto,,43167091800
RS,Santa Bárbara do Sul,Itaíba,,43167092500
RS,Santa Cecília do Sul,Santa Cecília do Sul,,43167330500
RS,Santa Clara do Sul,Santa Clara do Sul,,43167580500
RS,Santa Cruz do Sul,Santa Cruz do Sul,,43168080500
RS,Santa Cruz do Sul,Alto Paredão,,43168080700
RS,Santa Cruz do Sul,Boa Vista,,43168081000
RS,Santa Cruz do Sul,Monte Alverne,,43168083000
RS,Santa Cruz do Sul,Rio Pardinho,,43168083500
RS,Santa Cruz do Sul,Saraiva,,43168083800
RS,Santa Cruz do Sul,São José da Reserva,,43168084100
RS,Santa Cruz do Sul,São Martinho,,43168084200
RS,Santa Maria,Santa Maria,Centro Urbano,43169070506
RS,Santa Maria,Santa Maria,Norte,43169070507
RS,Santa Maria,Santa Maria,Nordeste,43169070508
RS,Santa Maria,Santa Maria,Leste,43169070509
RS,Santa Maria,Santa Maria,Centro-Leste,43169070510
RS,Santa Maria,Santa Maria,Sul,43169070511
RS,Santa Maria,Santa Maria,Centro-Oeste,43169070512
RS,Santa Maria,Santa Maria,Oeste,43169070513
RS,Santa Maria,Arroio do Sol,,43169071000
RS,Santa Maria,Arroio Grande,,43169071200
