UF,Município,Nome Município,Distrito,Nome Distrito,Subdistrito,Nome Subdistrito,Arquivo
PR,4126306,Sengés,10,Reianópolis,00,,41263061000
PR,4126355,Serranópolis do Iguaçu,05,Serranópolis do Iguaçu,00,,41263550500
PR,4126405,Sertaneja,05,Sertaneja,00,,41264050500
PR,4126405,Sertaneja,10,Paranagi,00,,41264051000
PR,4126504,Sertanópolis,05,Sertanópolis,00,,41265040500
PR,4126603,Siqueira Campos,05,Siqueira Campos,00,,41266030500
PR,4126603,Siqueira Campos,10,Alemoa,00,,41266031000
PR,4126652,Sulina,05,Sulina,00,,41266520500
PR,4126678,Tamarana,05,Tamarana,00,,41266780500
PR,4126702,Tamboara,05,Tamboara,00,,41267020500
PR,4126801,Tapejara,05,Tapejara,00,,41268010500
PR,4126801,Tapejara,10,Bela Vista do Tapiracuí,00,,41268011000
PR,4126900,Tapira,05,Tapira,00,,41269000500
PR,4127007,Teixeira Soares,05,Teixeira Soares,00,,41270070500
PR,4127007,Teixeira Soares,20,Guaraúna,00,,41270072000
PR,4127106,Telêmaco Borba,05,Telêmaco Borba,00,,41271060500
PR,4127205,Terra Boa,05,Terra Boa,00,,41272050500
PR,4127304,Terra Rica,05,Terra Rica,00,,41273040500
PR,4127304,Terra Rica,10,Adhemar de Barros,00,,41273041000
PR,4127403,Terra Roxa,05,Terra Roxa,00,,41274030500
PR,4127403,Terra Roxa,10,Santa Rita d'Oeste,00,,41274031000
PR,4127502,Tibagi,05,Tibagi,00,,41275020500
PR,4127502,Tibagi,10,Alto do Amparo,00,,41275021000
PR,4127502,Tibagi,20,Caetano Mendes,00,,41275022000
PR,4127601,Tijucas do Sul,05,Tijucas do Sul,00,,41276010500
PR,4127700,Toledo,05,Toledo,00,,41277000500
PR,4127700,Toledo,08,Concórdia do Oeste,00,,41277000800
PR,4127700,Toledo,10,Dez de Maio,00,,41277001000
PR,4127700,Toledo,15,Dois Irmãos,00,,41277001500
PR,4127700,Toledo,20,Novo Sarandi,00,,41277002000
PR,4127700,Toledo,25,São Luiz do Oeste,00,,41277002500
PR,4127700,Toledo,30,São Miguel,00,,41277003000
PR,4127700,Toledo,33,Vila Ipiranga,00,,41277003300
PR,4127700,Toledo,35,Vila Nova,00,,41277003500
PR,4127700,Toledo,40,Novo Sobradinho,00,,41277004000
PR,4127809,Tomazina,05,Tomazina,00,,41278090500
PR,4127809,Tomazina,10,Sapé,00,,41278091000
PR,4127858,Três Barras do Paraná,05,Três Barras do Paraná,00,,41278580500
PR,4127882,Tunas do Paraná,05,Tunas do Paraná,00,,41278820500
PR,4127908,Tuneiras do Oeste,05,Tuneiras do Oeste,00,,41279080500
PR,4127908,Tuneiras do Oeste,10,Aparecida D'Oeste,00,,41279081000
PR,4127908,Tuneiras do Oeste,15,Marabá,00,,41279081500
PR,4127957,Tupãssi,05,Tupãssi,00,,41279570500
PR,4127965,Turvo,05,Turvo,00,,41279650500
PR,4128005,Ubiratã,05,Ubiratã,00,,41280050500
PR,4128005,Ubiratã,10,Yolanda,00,,41280051000
PR,4128104,Umuarama,05,Umuarama,00,,41281040500
PR,4128104,Umuarama,15,Lovat,00,,41281041500
PR,4128104,Umuarama,25,Roberto Silveira,00,,41281042500
PR,4128104,Umuarama,30,Santa Eliza,00,,41281043000
PR,4128104,Umuarama,35,Serra dos Dourados,00,,41281043500
PR,4128203,União da Vitória,05,União da Vitória,00,,41282030500
PR,4128203,União da Vitória,10,São Cristóvão,00,,41282031000
PR,4128203,União da Vitória,15,São Domingos,00,,41282031500
PR,4128302,Uniflor,05,Uniflor,00,,41283020500
PR,4128401,Uraí,05,Uraí,00,,41284010500
PR,4128401,Uraí,10,Cruzeiro do Norte,00,,41284011000
PR,4128500,Wenceslau Braz,05,Wenceslau Braz,00,,41285000500
PR,4128534,Ventania,05,Ventania,00,,41285340500
PR,4128534,Ventania,10,Novo Barro Preto,00,,41285341000
PR,4128559,Vera Cruz do Oeste,05,Vera Cruz do Oeste,00,,41285590500
PR,4128609,Verê,05,Verê,00,,41286090500
PR,4128609,Verê,10,Presidente Kennedy,00,,41286091000
PR,4128609,Verê,15,Sede Progresso,00,,41286091500
PR,4128625,Alto Paraíso,05,Alto Paraíso,00,,41286250500
PR,4128633,Doutor Ulysses,05,Doutor Ulysses,00,,41286330500
PR,4128658,Virmond,05,Virmond,00,,41286580500
PR,4128708,Vitorino,05,Vitorino,00,,41287080500
PR,4128807,Xambrê,05,Xambrê,00,,41288070500
SC,4200051,Abdon Batista,05,Abdon Batista,00,,42000510500
SC,4200101,Abelardo Luz,05,Abelardo Luz,00,,42001010500
SC,4200200,Agrolândia,05,Agrolândia,00,,42002000500
SC,4200309,Agronômica,05,Agronômica,00,,42003090500
SC,4200408,Água Doce,05,Água Doce,00,,42004080500
SC,4200408,Água Doce,10,Herciliópolis,00,,42004081000
SC,4200507,Águas de Chapecó,05,Águas de Chapecó,00,,42005070500
SC,4200556,Águas Frias,05,Águas Frias,00,,42005560500
SC,4200606,Águas Mornas,05,Águas Mornas,00,,42006060500
SC,4200705,Alfredo Wagner,05,Alfredo Wagner,00,,42007050500
SC,4200705,Alfredo Wagner,10,Arnópolis,00,,42007051000
SC,4200705,Alfredo Wagner,15,Catuíra,00,,42007051500
SC,4200705,Alfredo Wagner,20,São Leonardo,00,,42007052000
SC,4200754,Alto Bela Vista,05,Alto Bela Vista,00,,42007540500
SC,4200804,Anchieta,05,Anchieta,00,,42008040500
SC,4200903,Angelina,05,Angelina,00,,42009030500
SC,4200903,Angelina,10,Barra Clara,00,,42009031000
SC,4200903,Angelina,15,Garcia,00,,42009031500
SC,4201000,Anita Garibaldi,05,Anita Garibaldi,00,,42010000500
SC,4201000,Anita Garibaldi,15,Lagoa da Estiva,00,,42010001500
SC,4201109,Anitápolis,05,Anitápolis,00,,42011090500
SC,4201208,Antônio Carlos,05,Antônio Carlos,00,,42012080500
SC,4201257,Apiúna,05,Apiúna,00,,42012570500
SC,4201273,Arabutã,05,Arabutã,00,,42012730500
SC,4201273,Arabutã,10,Nova Estrela,00,,42012731000
SC,4201307,Araquari,05,Araquari,00,,42013070500
SC,4201307,Araquari,10,Itapocu,00,,42013071000
SC,4201406,Araranguá,05,Araranguá,00,,42014060500
SC,4201406,Araranguá,10,Hercílio Luz,00,,42014061000
SC,4201406,Araranguá,15,Balneário Morro dos Conventos,00,,42014061500
SC,4201406,Araranguá,25,Sanga da Toca,00,,42014062500
SC,4201505,Armazém,05,Armazém,00,,42015050500
SC,4201604,Arroio Trinta,05,Arroio Trinta,00,,42016040500
SC,4201653,Arvoredo,05,Arvoredo,00,,42016530500
SC,4201703,Ascurra,05,Ascurra,00,,42017030500
SC,4201802,Atalanta,05,Atalanta,00,,42018020500
SC,4201901,Aurora,05,Aurora,00,,42019010500
SC,4201950,Balneário Arroio do Silva,05,Balneário Arroio do Silva,00,,42019500500
SC,4202008,Balneário Camboriú,05,Balneário Camboriú,00,,42020080500
SC,4202057,Balneário Barra do Sul,05,Balneário Barra do Sul,00,,42020570500
SC,4202073,Balneário Gaivota,05,Balneário Gaivota,00,,42020730500
SC,4202081,Bandeirante,05,Bandeirante,00,,42020810500
SC,4202099,Barra Bonita,05,Barra Bonita,00,,42020990500
SC,4202107,Barra Velha,05,Barra Velha,00,,42021070500
SC,4202131,Bela Vista do Toldo,05,Bela Vista do Toldo,00,,42021310500
SC,4202156,Belmonte,05,Belmonte,00,,42021560500
SC,4202206,Benedito Novo,05,Benedito Novo,00,,42022060500
SC,4202206,Benedito Novo,13,Barra São João,00,,42022061300
SC,4202206,Benedito Novo,15,Santa Maria,00,,42022061500
SC,4202305,Biguaçu,05,Biguaçu,00,,42023050500
SC,4202305,Biguaçu,10,Guaporanga,00,,42023051000
SC,4202305,Biguaçu,15,Sorocaba do Sul,00,,42023051500
SC,4202404,Blumenau,05,Blumenau,00,,42024040500
SC,4202404,Blumenau,10,Itoupava,00,,42024041000
SC,4202404,Blumenau,15,Grande Garcia,00,,42024041500
SC,4202438,Bocaina do Sul,05,Bocaina do Sul,00,,42024380500
SC,4202453,Bombinhas,05,Bombinhas,00,,42024530500
SC,4202503,Bom Jardim da Serra,05,Bom Jardim da Serra,00,,42025030500
SC,4202537,Bom Jesus,05,Bom Jesus,00,,42025370500
SC,4202578,Bom Jesus do Oeste,05,Bom Jesus do Oeste,00,,42025780500
SC,4202602,Bom Retiro,05,Bom Retiro,00,,42026020500
SC,4202602,Bom Retiro,10,Canoas,00,,42026021000
SC,4202701,Botuverá,05,Botuverá,00,,42027010500
SC,4202800,Braço do Norte,05,Braço do Norte,00,,42028000500
SC,4202859,Braço do Trombudo,05,Braço do Trombudo,00,,42028590500
SC,4202875,Brunópolis,05,Brunópolis,00,,42028750500
SC,4202909,Brusque,05,Brusque,00,,42029090500
SC,4203006,Caçador,05,Caçador,00,,42030060500
SC,4203006,Caçador,15,Taquara Verde,00,,42030061500
SC,4203105,Caibi,05,Caibi,00,,42031050500
SC,4203154,Calmon,05,Calmon,00,,42031540500
SC,4203204,Camboriú,05,Camboriú,00,,42032040500
SC,4203204,Camboriú,10,Monte Alegre,00,,42032041000
SC,4203253,Capão Alto,05,Capão Alto,00,,42032530500
SC,4203303,Campo Alegre,05,Campo Alegre,00,,42033030500
SC,4203303,Campo Alegre,10,Bateias de Baixo,00,,42033031000
SC,4203303,Campo Alegre,15,Fragosos,00,,42033031500
SC,4203402,Campo Belo do Sul,05,Campo Belo do Sul,00,,42034020500
SC,4203501,Campo Erê,05,Campo Erê,00,,42035010500
SC,4203600,Campos Novos,05,Campos Novos,00,,42036000500
SC,4203600,Campos Novos,10,Bela Vista,00,,42036001000
SC,4203600,Campos Novos,15,Dal'Pai,00,,42036001500
SC,4203600,Campos Novos,17,Encruzilhada,00,,42036001700
SC,4203600,Campos Novos,20,Espinilho,00,,42036002000
SC,4203600,Campos Novos,23,Ibicuí,00,,42036002300
SC,4203600,Campos Novos,26,Leão,00,,42036002600
SC,4203600,Campos Novos,45,Guarani,00,,42036004500
SC,4203709,Canelinha,05,Canelinha,00,,42037090500
SC,4203808,Canoinhas,05,Canoinhas,00,,42038080500
SC,4203808,Canoinhas,12,Campo da Água Verde,00,,42038081200
SC,4203808,Canoinhas,15,Felipe Schmidt,00,,42038081500
SC,4203808,Canoinhas,20,Marcílio Dias,00,,42038082000
SC,4203808,Canoinhas,25,Paula Pereira,00,,42038082500
SC,4203808,Canoinhas,30,Pinheiros,00,,42038083000
SC,4203907,Capinzal,05,Capinzal,00,,42039070500
SC,4203907,Capinzal,10,Alto Alegre,00,,42039071000
SC,4203956,Capivari de Baixo,05,Capivari de Baixo,00,,42039560500
SC,4204004,Catanduvas,05,Catanduvas,00,,42040040500
SC,4204103,Caxambu do Sul,05,Caxambu do Sul,00,,42041030500
SC,4204152,Celso Ramos,05,Celso Ramos,00,,42041520500
SC,4204178,Cerro Negro,05,Cerro Negro,00,,42041780500
SC,4204194,Chapadão do Lageado,05,Chapadão do Lageado,00,,42041940500
SC,4204202,Chapecó,05,Chapecó,00,,42042020500
SC,4204202,Chapecó,10,Alto da Serra,00,,42042021000
SC,4204202,Chapecó,20,Figueira,00,,42042022000
SC,4204202,Chapecó,25,Gôio-En,00,,42042022500
SC,4204202,Chapecó,40,Marechal Bormann,00,,42042024000
SC,4204251,Cocal do Sul,05,Cocal do Sul,00,,42042510500
SC,4204301,Concórdia,05,Concórdia,00,,42043010500
SC,4204301,Concórdia,15,Engenho Velho,00,,42043011500
SC,4204301,Concórdia,20,Planalto,00,,42043012000
SC,4204301,Concórdia,25,Presidente Kennedy,00,,42043012500
SC,4204301,Concórdia,35,Santo Antonio,00,,42043013500
SC,4204301,Concórdia,40,Tamanduá,00,,42043014000
SC,4204350,Cordilheira Alta,05,Cordilheira Alta,00,,42043500500
SC,4204400,Coronel Freitas,05,Coronel Freitas,00,,42044000500
SC,4204459,Coronel Martins,05,Coronel Martins,00,,42044590500
SC,4204509,Corupá,05,Corupá,00,,42045090500
SC,4204558,Correia Pinto,05,Correia Pinto,00,,42045580500
SC,4204608,Criciúma,05,Criciúma,00,,42046080500
SC,4204608,Criciúma,15,Rio Maina,00,,42046081500
SC,4204707,Cunha Porã,05,Cunha Porã,00,,42047070500
SC,4204756,Cunhataí,05,Cunhataí,00,,42047560500
SC,4204806,Curitibanos,05,Curitibanos,00,,42048060500
SC,4204806,Curitibanos,13,Marombas Bossardi,00,,42048061300
SC,4204806,Curitibanos,17,Santa Cruz do Pery,00,,42048061700
SC,4204905,Descanso,05,Descanso,00,,42049050500
SC,4204905,Descanso,15,Itajubá,00,,42049051500
SC,4205001,Dionísio Cerqueira,05,Dionísio Cerqueira,00,,42050010500
SC,4205001,Dionísio Cerqueira,07,Idamar,00,,42050010700
SC,4205001,Dionísio Cerqueira,09,Jorge Lacerda,00,,42050010900
SC,4205001,Dionísio Cerqueira,10,São Pedro Tobias,00,,42050011000
SC,4205100,Dona Emma,05,Dona Emma,00,,42051000500
SC,4205159,Doutor Pedrinho,05,Doutor Pedrinho,00,,42051590500
SC,4205175,Entre Rios,05,Entre Rios,00,,42051750500
SC,4205191,Ermo,05,Ermo,00,,42051910500
SC,4205209,Erval Velho,05,Erval Velho,00,,42052090500
SC,4205209,Erval Velho,10,Barra Fria,00,,42052091000
SC,4205308,Faxinal dos Guedes,05,Faxinal dos Guedes,00,,42053080500
SC,4205308,Faxinal dos Guedes,10,Barra Grande,00,,42053081000
SC,4205357,Flor do Sertão,05,Flor do Sertão,00,,42053570500
SC,4205407,Florianópolis,05,Florianópolis,00,,42054070500
SC,4205407,Florianópolis,08,Barra da Lagoa,00,,42054070800
SC,4205407,Florianópolis,10,Cachoeira do Bom Jesus,00,,42054071000
SC,4205407,Florianópolis,12,Campeche,00,,42054071200
SC,4205407,Florianópolis,15,Canasvieiras,00,,42054071500
SC,4205407,Florianópolis,20,Ingleses do Rio Vermelho,00,,42054072000
SC,4205407,Florianópolis,25,Lagoa da Conceição,00,,42054072500
SC,4205407,Florianópolis,30,Pântano do Sul,00,,42054073000
SC,4205407,Florianópolis,35,Ratones,00,,42054073500
SC,4205407,Florianópolis,40,Ribeirão da Ilha,00,,42054074000
SC,4205407,Florianópolis,45,Santo Antônio de Lisboa,00,,42054074500
SC,4205407,Florianópolis,50,São João do Rio Vermelho,00,,42054075000
SC,4205431,Formosa do Sul,05,Formosa do Sul,00,,42054310500
SC,4205456,Forquilhinha,05,Forquilhinha,00,,42054560500
SC,4205506,Fraiburgo,05,Fraiburgo,00,,42055060500
SC,4205555,Frei Rogério,05,Frei Rogério,00,,42055550500
SC,4205555,Frei Rogério,10,Nucleo Triticola,00,,42055551000
SC,4205605,Galvão,05,Galvão,00,,42056050500
SC,4205704,Garopaba,05,Garopaba,00,,42057040500
SC,4205803,Garuva,05,Garuva,00,,42058030500
SC,4205902,Gaspar,05,Gaspar,00,,42059020500
SC,4206009,Governador Celso Ramos,05,Governador Celso Ramos,00,,42060090500
SC,4206108,Grão Pará,05,Grão Pará,00,,42061080500
SC,4206108,Grão Pará,10,Aiurê,00,,42061081000
SC,4206108,Grão Pará,15,Invernada,00,,42061081500
SC,4206207,Gravatal,05,Gravatal,00,,42062070500
SC,4206306,Guabiruba,05,Guabiruba,00,,42063060500
SC,4206405,Guaraciaba,05,Guaraciaba,00,,42064050500
SC,4206405,Guaraciaba,20,Ouro Verde,00,,42064052000
SC,4206504,Guaramirim,05,Guaramirim,00,,42065040500
SC,4206603,Guarujá do Sul,05,Guarujá do Sul,00,,42066030500
SC,4206652,Guatambú,05,Guatambú,00,,42066520500
SC,4206652,Guatambú,10,Fazenda Zandavalli,00,,42066521000
SC,4206702,Herval d'Oeste,05,Herval d'Oeste,00,,42067020500
SC,4206751,Ibiam,05,Ibiam,00,,42067510500
SC,4206801,Ibicaré,05,Ibicaré,00,,42068010500
SC,4206900,Ibirama,05,Ibirama,00,,42069000500
SC,4206900,Ibirama,10,Dalbérgia,00,,42069001000
SC,4207007,Içara,05,Içara,00,,42070070500
SC,4207007,Içara,10,Balneário Rincão,00,,42070071000
SC,4207106,Ilhota,05,Ilhota,00,,42071060500
SC,4207205,Imaruí,05,Imaruí,00,,42072050500
SC,4207205,Imaruí,10,Rio d'Una,00,,42072051000
SC,4207304,Imbituba,05,Imbituba,00,,42073040500
SC,4207304,Imbituba,10,Mirim,00,,42073041000
SC,4207304,Imbituba,15,Vila Nova,00,,42073041500
SC,4207403,Imbuia,05,Imbuia,00,,42074030500
SC,4207502,Indaial,05,Indaial,00,,42075020500
SC,4207577,Iomerê,05,Iomerê,00,,42075770500
SC,4207601,Ipira,05,Ipira,00,,42076010500
SC,4207650,Iporã do Oeste,05,Iporã do Oeste,00,,42076500500
SC,4207684,Ipuaçu,05,Ipuaçu,00,,42076840500
SC,4207700,Ipumirim,05,Ipumirim,00,,42077000500
SC,4207759,Iraceminha,05,Iraceminha,00,,42077590500
SC,4207759,Iraceminha,20,São José do Laranjal,00,,42077592000
SC,4207809,Irani,05,Irani,00,,42078090500
SC,4207858,Irati,05,Irati,00,,42078580500
SC,4207908,Irineópolis,05,Irineópolis,00,,42079080500
SC,4207908,Irineópolis,10,Poço Preto,00,,42079081000
SC,4208005,Itá,05,Itá,00,,42080050500
SC,4208104,Itaiópolis,05,Itaiópolis,00,,42081040500
SC,4208104,Itaiópolis,10,Iraputã,00,,42081041000
SC,4208104,Itaiópolis,15,Itaió,00,,42081041500
SC,4208104,Itaiópolis,18,Moema,00,,42081041800
SC,4208203,Itajaí,05,Itajaí,00,,42082030500
SC,4208302,Itapema,05,Itapema,00,,42083020500
SC,4208401,Itapiranga,05,Itapiranga,00,,42084010500
SC,4208450,Itapoá,05,Itapoá,00,,42084500500
SC,4208500,Ituporanga,05,Ituporanga,00,,42085000500
SC,4208500,Ituporanga,10,Rio Bonito,00,,42085001000
SC,4208609,Jaborá,05,Jaborá,00,,42086090500
SC,4208708,Jacinto Machado,05,Jacinto Machado,00,,42087080500
SC,4208807,Jaguaruna,05,Jaguaruna,00,,42088070500
SC,4208906,Jaraguá do Sul,05,Jaraguá do Sul,00,,42089060500
SC,4208955,Jardinópolis,05,Jardinópolis,00,,42089550500
SC,4209003,Joaçaba,05,Joaçaba,00,,42090030500
SC,4209003,Joaçaba,15,Nova Petrópolis,00,,42090031500
SC,4209003,Joaçaba,25,Santa Helena,00,,42090032500
SC,4209102,Joinville,05,Joinville,00,,42091020500
SC,4209102,Joinville,10,Pirabeiraba,00,,42091021000
SC,4209151,José Boiteux,05,José Boiteux,00,,42091510500
SC,4209177,Jupiá,05,Jupiá,00,,42091770500
SC,4209201,Lacerdópolis,05,Lacerdópolis,00,,42092010500
SC,4209300,Lages,05,Lages,00,,42093000500
SC,4209300,Lages,25,Índios,00,,42093002500
SC,4209300,Lages,45,Santa Teresinha do Salto,00,,42093004500
SC,4209409,Laguna,05,Laguna,00,,42094090500
SC,4209409,Laguna,10,Pescaria Brava,00,,42094091000
SC,4209409,Laguna,15,Ribeirão Pequeno,00,,42094091500
SC,4209458,Lajeado Grande,05,Lajeado Grande,00,,42094580500
SC,4209508,Laurentino,05,Laurentino,00,,42095080500
SC,4209607,Lauro Muller,05,Lauro Muller,00,,42096070500
SC,4209607,Lauro Muller,10,Barro Branco,00,,42096071000
SC,4209607,Lauro Muller,15,Guatá,00,,42096071500
SC,4209706,Lebon Régis,05,Lebon Régis,00,,42097060500
SC,4209706,Lebon Régis,10,São Sebastião do Sul,00,,42097061000
SC,4209805,Leoberto Leal,05,Leoberto Leal,00,,42098050500
SC,4209854,Lindóia do Sul,05,Lindóia do Sul,00,,42098540500
SC,4209904,Lontras,05,Lontras,00,,42099040500
SC,4210001,Luiz Alves,05,Luiz Alves,00,,42100010500
SC,4210035,Luzerna,05,Luzerna,00,,42100350500
SC,4210050,Macieira,05,Macieira,00,,42100500500
SC,4210100,Mafra,05,Mafra,00,,42101000500
SC,4210100,Mafra,10,Bela Vista do Sul,00,,42101001000
SC,4210100,Mafra,15,Rio Preto do Sul,00,,42101001500
SC,4210209,Major Gercino,05,Major Gercino,00,,42102090500
SC,4210209,Major Gercino,10,Boiteuxburgo,00,,42102091000
SC,4210209,Major Gercino,15,Pinheiral,00,,42102091500
SC,4210308,Major Vieira,05,Major Vieira,00,,42103080500
SC,4210407,Maracajá,05,Maracajá,00,,42104070500
SC,4210506,Maravilha,05,Maravilha,00,,42105060500
SC,4210555,Marema,05,Marema,00,,42105550500
SC,4210605,Massaranduba,05,Massaranduba,00,,42106050500
SC,4210704,Matos Costa,05,Matos Costa,00,,42107040500
SC,4210803,Meleiro,05,Meleiro,00,,42108030500
SC,4210803,Meleiro,15,Sapiranga,00,,42108031500
SC,4210852,Mirim Doce,05,Mirim Doce,00,,42108520500
SC,4210902,Modelo,05,Modelo,00,,42109020500
SC,4211009,Mondaí,05,Mondaí,00,,42110090500
SC,4211058,Monte Carlo,05,Monte Carlo,00,,42110580500
SC,4211108,Monte Castelo,05,Monte Castelo,00,,42111080500
SC,4211108,Monte Castelo,20,Residência Fuck,00,,42111082000
SC,4211207,Morro da Fumaça,05,Morro da Fumaça,00,,42112070500
SC,4211207,Morro da Fumaça,10,Estação Cocal,00,,42112071000
SC,4211256,Morro Grande,05,Morro Grande,00,,42112560500
SC,4211306,Navegantes,05,Navegantes,00,,42113060500
SC,4211405,Nova Erechim,05,Nova Erechim,00,,42114050500
SC,4211454,Nova Itaberaba,05,Nova Itaberaba,00,,42114540500
SC,4211504,Nova Trento,05,Nova Trento,00,,42115040500
SC,4211504,Nova Trento,10,Aguti,00,,42115041000
SC,4211504,Nova Trento,15,Claraíba,00,,42115041500
SC,4211603,Nova Veneza,05,Nova Veneza,00,,42116030500
SC,4211603,Nova Veneza,07,Nossa Senhora do Caravagio,00,,42116030700
SC,4211603,Nova Veneza,10,São Bento Baixo,00,,42116031000
SC,4211652,Novo Horizonte,05,Novo Horizonte,00,,42116520500
SC,4211702,Orleans,05,Orleans,00,,42117020500
SC,4211702,Orleans,10,Pindotiba,00,,42117021000
SC,4211702,Orleans,15,Rio das Furnas,00,,42117021500
SC,4211702,Orleans,20,Barracão,00,,42117022000
SC,4211702,Orleans,25,Brusque do Sul,00,,42117022500
SC,4211702,Orleans,30,Rio Pinheiros,00,,42117023000
SC,4211751,Otacílio Costa,05,Otacílio Costa,00,,42117510500
SC,4211801,Ouro,05,Ouro,00,,42118010500
SC,4211801,Ouro,15,Santa Lúcia,00,,42118011500
SC,4211850,Ouro Verde,05,Ouro Verde,00,,42118500500
SC,4211876,Paial,05,Paial,00,,42118760500
SC,4211892,Painel,05,Painel,00,,42118920500
SC,4211900,Palhoça,05,Palhoça,00,,42119000500
SC,4211900,Palhoça,10,Enseada de Brito,00,,42119001000
SC,4212007,Palma Sola,05,Palma Sola,00,,42120070500
SC,4212056,Palmeira,05,Palmeira,00,,42120560500
SC,4212106,Palmitos,05,Palmitos,00,,42121060500
SC,4212106,Palmitos,10,Diamantina,00,,42121061000
SC,4212106,Palmitos,20,Oldemburg,00,,42121062000
SC,4212106,Palmitos,25,Santa Lúcia,00,,42121062500
SC,4212205,Papanduva,05,Papanduva,00,,42122050500
SC,4212205,Papanduva,10,Nova Cultura,00,,42122051000
SC,4212239,Paraíso,05,Paraíso,00,,42122390500
SC,4212239,Paraíso,10,Grápia,00,,42122391000
SC,4212254,Passo de Torres,05,Passo de Torres,00,,42122540500
SC,4212254,Passo de Torres,10,Balneário Rosa do Mar,00,,42122541000
SC,4212270,Passos Maia,05,Passos Maia,00,,42122700500
SC,4212304,Paulo Lopes,05,Paulo Lopes,00,,42123040500
SC,4212403,Pedras Grandes,05,Pedras Grandes,00,,42124030500
SC,4212403,Pedras Grandes,10,Azambuja,00,,42124031000
SC,4212502,Penha,05,Penha,00,,42125020500
SC,4212601,Peritiba,05,Peritiba,00,,42126010500
SC,4212700,Petrolândia,05,Petrolândia,00,,42127000500
SC,4212700,Petrolândia,10,Rio Antinha,00,,42127001000
SC,4212809,Balneário Piçarras,05,Balneário Piçarras,00,,42128090500
SC,4212908,Pinhalzinho,05,Pinhalzinho,00,,42129080500
SC,4212908,Pinhalzinho,15,Machado,00,,42129081500
SC,4213005,Pinheiro Preto,05,Pinheiro Preto,00,,42130050500
SC,4213104,Piratuba,05,Piratuba,00,,42131040500
SC,4213104,Piratuba,10,Uruguai,00,,42131041000
SC,4213153,Planalto Alegre,05,Planalto Alegre,00,,42131530500
SC,4213203,Pomerode,05,Pomerode,00,,42132030500
SC,4213302,Ponte Alta,05,Ponte Alta,00,,42133020500
SC,4213351,Ponte Alta do Norte,05,Ponte Alta do Norte,00,,42133510500
SC,4213401,Ponte Serrada,05,Ponte Serrada,00,,42134010500
SC,4213401,Ponte Serrada,08,Baía Alta,00,,42134010800
SC,4213500,Porto Belo,05,Porto Belo,00,,42135000500
SC,4213609,Porto União,05,Porto União,00,,42136090500
SC,4213609,Porto União,10,Santa Cruz do Timbó,00,,42136091000
SC,4213609,Porto União,20,São Miguel da Serra,00,,42136092000
SC,4213708,Pouso Redondo,05,Pouso Redondo,00,,42137080500
SC,4213708,Pouso Redondo,10,Aterrado Torto,00,,42137081000
SC,4213807,Praia Grande,05,Praia Grande,00,,42138070500
SC,4213807,Praia Grande,10,Cachoeira de Fátima,00,,42138071000
SC,4213906,Presidente Castello Branco,05,Presidente Castello Branco,00,,42139060500
SC,4214003,Presidente Getúlio,05,Presidente Getúlio,00,,42140030500
SC,4214003,Presidente Getúlio,10,Mirador,00,,42140031000
SC,4214102,Presidente Nereu,05,Presidente Nereu,00,,42141020500
SC,4214151,Princesa,05,Princesa,00,,42141510500
SC,4214201,Quilombo,05,Quilombo,00,,42142010500
SC,4214300,Rancho Queimado,05,Rancho Queimado,00,,42143000500
SC,4214300,Rancho Queimado,10,Taquaras,00,,42143001000
SC,4214409,Rio das Antas,05,Rio das Antas,00,,42144090500
SC,4214409,Rio das Antas,10,Ipoméia,00,,42144091000
SC,4214508,Rio do Campo,05,Rio do Campo,00,,42145080500
SC,4214607,Rio do Oeste,05,Rio do Oeste,00,,42146070500
SC,4214706,Rio dos Cedros,05,Rio dos Cedros,00,,42147060500
SC,4214706,Rio dos Cedros,10,Cedro Alto,00,,42147061000
SC,4214805,Rio do Sul,05,Rio do Sul,00,,42148050500
SC,4214904,Rio Fortuna,05,Rio Fortuna,00,,42149040500
SC,4215000,Rio Negrinho,05,Rio Negrinho,00,,42150000500
SC,4215000,Rio Negrinho,30,Vila de Volta Grande,00,,42150003000
SC,4215059,Rio Rufino,05,Rio Rufino,00,,42150590500
SC,4215075,Riqueza,05,Riqueza,00,,42150750500
SC,4215109,Rodeio,05,Rodeio,00,,42151090500
SC,4215208,Romelândia,05,Romelândia,00,,42152080500
SC,4215307,Salete,05,Salete,00,,42153070500
SC,4215356,Saltinho,05,Saltinho,00,,42153560500
SC,4215406,Salto Veloso,05,Salto Veloso,00,,42154060500
SC,4215455,Sangão,05,Sangão,00,,42154550500
SC,4215455,Sangão,15,Morro Grande,00,,42154551500
SC,4215505,Santa Cecília,05,Santa Cecília,00,,42155050500
SC,4215554,Santa Helena,05,Santa Helena,00,,42155540500
SC,4215604,Santa Rosa de Lima,05,Santa Rosa de Lima,00,,42156040500
SC,4215653,Santa Rosa do Sul,05,Santa Rosa do Sul,00,,42156530500
SC,4215679,Santa Terezinha,05,Santa Terezinha,00,,42156790500
SC,4215679,Santa Terezinha,15,Craveiro,00,,42156791500
SC,4215679,Santa Terezinha,25,Rio da Anta,00,,42156792500
SC,4215687,Santa Terezinha do Progresso,05,Santa Terezinha do Progresso,00,,42156870500
SC,4215695,Santiago do Sul,05,Santiago do Sul,00,,42156950500
SC,4215703,Santo Amaro da Imperatriz,05,Santo Amaro da Imperatriz,00,,42157030500
